,id,title,categories,abstract,doi,created,updated,authors,affiliation,url,hires?
2,2309.10587,crocodile \\ incorporating medium-resolution spectroscopy of close-in   directly imaged exoplanets into atmospheric retrievals via cross-correlation,astro-ph.ep astro-ph.im,"the investigation of the atmospheres of closely separated, directly imaged gas giant exoplanets is challenging due to the presence of stellar speckles that pollute their spectrum. to remedy this, the analysis of medium- to high-resolution spectroscopic data via cross-correlation with spectral templates (cross-correlation spectroscopy) is emerging as a leading technique. we aim to define a robust bayesian framework combining, for the first time, three widespread direct-imaging techniques, namely photometry, low-resolution spectroscopy, and medium-resolution cross-correlation spectroscopy in order to derive the atmospheric properties of close-in directly imaged exoplanets. our framework crocodile (cross-correlation retrievals of directly imaged self-luminous exoplanets) naturally combines the three techniques by adopting adequate likelihood functions. to validate our routine, we simulated observations of gas giants similar to the well-studied $\beta$~pictoris~b planet and we explored the parameter space of their atmospheres to search for potential biases. we obtain more accurate measurements of atmospheric properties when combining photometry, low- and medium-resolution spectroscopy into atmospheric retrievals than when using the techniques separately as is usually done in the literature. we find that medium-resolution ($r \approx 4000$) k-band cross-correlation spectroscopy alone is not suitable to constrain the atmospheric properties of our synthetic datasets; however, this problem disappears when simultaneously fitting photometry and low-resolution ($r \approx 60$) spectroscopy between the y and m bands. our framework allows the atmospheric characterisation of directly imaged exoplanets using the high-quality spectral data that will be provided by the new generation of instruments such as vlt/eris, jwst/miri, and elt/metis.",,2023-09-19,,"['jean hayoz', 'gabriele cugno', 'sascha p. quanz', 'polychronis patapis', 'eleonora alei', 'markus j. bonse', 'felix a. dannert', 'emily o. garvin', 'timothy d. gebhard', 'björn s. konrad', 'lia f. sartori']",[],https://arxiv.org/abs/2309.10587,True
