,id,title,categories,abstract,doi,created,updated,authors,affiliation,url,hires?
8,2401.12150,wolf 327b: a new member of the pack of ultra-short-period super-earths   around m dwarfs,astro-ph.ep astro-ph.sr,"planets with orbital periods shorter than 1 day are rare and have formation histories that are not completely understood. small ($r_\mathrm{p} < 2\; r_\oplus$) ultra-short-period (usp) planets are highly irradiated, probably have rocky compositions with high bulk densities, and are often found in multi-planet systems. additionally, usp planets found around small stars are excellent candidates for characterization using present-day instrumentation. of the current full sample of approximately 5500 confirmed exoplanets, only 130 are usp planets and around 40 have mass and radius measurements. wolf 327 (toi-5747) is an m dwarf ($r_\star = 0.406 \pm 0.015 \; r_\odot$, $m_\star = 0.405 \pm 0.019 \; m_\odot$, $t_{\mathrm{eff}}=3542 \pm 70$ k, and $v = 13$ mag) located at a distance $d = 28.5$ pc. nasa's planet hunter satellite, tess, detected transits in this star with a period of 0.573 d (13.7 h) and with a transit depth of 818 ppm. ground-based follow-up photometry, high resolution imaging, and radial velocity (rv) measurements taken with the carmenes spectrograph confirm the presence of this new usp planet. wolf 327b is a super-earth with a radius of $r_\mathrm{p} = 1.24 \pm 0.06 \; r_\oplus$ and a mass of $m_\mathrm{p} = 2.53 \pm 0.46 \; m_\oplus$, yielding a bulk density of $7.24 \pm 1.66 $\,g cm$^{-3}$ and thus suggesting a rocky composition. owing to its close proximity to its host star ($a = 0.01$ au), wolf 327b has an equilibrium temperature of $996 \pm 22$ k. this planet has a mass and radius similar to k2-229b, a planet with an inferred mercury-like internal composition. planet interior models suggest that wolf 327b has a large iron core, a small rocky mantle, and a negligible (if any) h/he atmosphere.",,2024-01-22,,"['f. murgas', 'e. pallé', 'j. orell-miquel', 'i. carleo', 'l. peña-moñino', 'm. pérez-torres', 'c. n. watkins', 's. v. jeffers', 'm. azzaro', 'k. barkaoui', 'a. a. belinski', 'j. a. caballero', 'd. charbonneau', 'd. v. cheryasov', 'd. r. ciardi', 'k. a. collins', 'm. cortés-contreras', 'j. de leon', 'c. duque-arribas', 'g. enoc', 'e. esparza-borges', 'a. fukui', 's. geraldía-gonzález', 'e. a. gilbert', 'a. p. hatzes', 'y. hayashi', 'th. henning', 'e. herrero', 'j. m. jenkins', 'j. lillo-box', 'n. lodieu', 'm. b. lund', 'r. luque', 'd. montes', 'e. nagel', 'n. narita', 'h. parviainen', 'a. s. polanski', 's. reffert', 'm. schlecker', 'p. schöfer', 'r. p. schwarz', 'a. schweitzer', 's. seager', 'k. g. stassun', 'h. m. tabernero', 'y. terada', 'j. d. twicken', 's. vanaverbeke', 'j. n. winn', 'r. zambelli', 'p. j. amado', 'a. quirrenbach', 'a. reiners', 'i. ribas']",[],https://arxiv.org/abs/2401.12150,True
